obs	shann
SAMN00040093	1873	6.79041607283556
SAMN00040390	1624	6.55107955349575
SAMN00039883	1320	6.10505592788168
SAMN00039968	1202	5.9013262465941
SAMN00039820	1236	6.03318729208219
SAMN00039909	799	5.27628533637458
SAMN00040338	1882	6.52761021557357
SAMN00040439	1034	4.9558949652418
SAMN00039897	1425	6.22391024084381
SAMN00040147	889	5.26928203619981
SAMN00040038	2261	6.7577565516539
SAMN00038969	1299	6.10817535832039
SAMN00040141	1320	6.26492727441546
SAMN00040044	1218	6.22669144468173
SAMN00040187	1840	6.58961784467905
SAMN00040020	450	4.17399115927528
SAMN00040570	1030	5.67695728924188
SAMN00040490	1431	6.16531128426767
SAMN00040246	1747	6.34238662847027
SAMN00040547	1028	5.67488181783626
SAMN00040240	1449	6.49643551284398
SAMN00040347	965	5.48842541409705
SAMN00040009	1640	6.13577090022768
SAMN00040661	815	5.67490035666768
SAMN00040657	899	5.68954625496133
SAMN00040609	1320	5.61999976922902
SAMN00040289	1701	6.64251648829475
SAMN00040394	671	4.53695128728893
SAMN00040488	1988	6.49769372608853
SAMN00040708	1394	5.48680662813751
SAMN00040342	1354	5.83493109677685
SAMN00040388	1362	6.34243368089821
SAMN00039996	525	4.31114331045385
SAMN00040263	1512	6.54218437879951
SAMN00039834	693	5.18693422123923
SAMN00040578	731	5.19345912012576
SAMN00040193	906	5.30120202365097
SAMN00040295	996	5.16504833624917
SAMN00040247	1528	6.12894677668593
SAMN00040344	1605	6.16415605084986
SAMN00040345	1517	6.36665772935904
SAMN00040343	776	5.60962423245072
SAMN00040346	1298	6.07424567407985
SAMN00040494	1450	5.87503974661544
SAMN00041012	840	4.75322637853168
SAMN00041554	1060	5.23844959604268
SAMN00040551	776	5.30538978744983
SAMN00040244	2136	6.26662084767441
SAMN00040443	1086	4.7188045787513
SAMN00041620	1624	6.65564506085332
SAMN00041090	1708	6.45714553232218
SAMN00041194	1137	6.04100188663756
SAMN00040340	1573	6.18945982097666
SAMN00040607	1576	5.73097264562035
SAMN00041440	1391	6.4046210777204
SAMN00040545	1717	6.55105916834462
SAMN00040245	2057	6.36142034384824
SAMN00040655	1569	6.19342639418465
SAMN00041016	1041	5.67837369446501
SAMN00040291	1508	6.02777049373222
SAMN00040706	1379	6.32063259939132
SAMN00041501	604	5.56648573132107
SAMN00041495	1410	6.4172214412159
SAMN00040566	1496	6.45246230488882
SAMN00040437	2128	6.76689047584915
SAMN00041010	1467	5.56209479173579
SAMN00040825	2260	6.6380986689131
SAMN00043297	632	5.16094165575356
SAMN00042076	898	5.47784477432633
SAMN00040605	1639	6.23523457060481
SAMN00040809	1090	5.75632078536092
SAMN00041112	1764	6.43421243269586
SAMN00041192	1786	6.19405119268472
SAMN00041124	1088	5.63975682852708
SAMN00042691	1056	5.4706952571516
SAMN00040914	1846	6.62909161316537
SAMN00040805	959	5.20688204467897
SAMN00041444	1055	5.71863645103791
SAMN00041198	1176	5.83598160244937
SAMN00041438	1915	6.00685602822904
SAMN00043939	1228	5.94219035843196
SAMN00043750	979	4.80355844710896
SAMN00043204	1175	5.84852485609811
SAMN00044752	605	5.41396754619965
SAMN00041552	1459	6.21725333365755
SAMN00044572	1050	5.82901892606204
SAMN00041558	953	5.44182391374876
SAMN00043363	643	4.93428953671254
SAMN00040712	1205	6.07362968682403
SAMN00044809	1144	5.38161058793896
SAMN00041789	2248	6.61728998436675
SAMN00042746	1540	6.35337823069323
SAMN00041846	1370	6.47943647333574
SAMN00043178	1390	5.93414140718791
SAMN00042074	1424	6.04616345322811
SAMN00043172	1909	6.02261172049094
SAMN00043115	1495	6.46276207753012
SAMN00045055	1103	5.60822263157523
SAMN00041624	861	5.46469712056627
SAMN00042080	711	5.3418162760351
SAMN00043499	825	5.47679613363349
SAMN00043754	1239	5.84423357566599
SAMN00042695	991	5.77512562849252
SAMN00043361	2195	6.65608800452391
SAMN00041618	1379	6.11118655402863
SAMN00043839	2257	6.68056734270405
SAMN00043682	1060	5.64425848501916
SAMN00042714	1623	6.36575649680416
SAMN00043820	1555	6.0968835917268
SAMN00043295	1287	6.24061829753884
SAMN00043748	1858	6.52858224888659
SAMN00043943	1157	6.05175729506442
SAMN00044198	790	5.46626867699697
SAMN00044576	1557	6.3168463045967
SAMN00043937	881	4.85598556141144
SAMN00044775	1445	6.10997624629221
SAMN00043367	956	4.12474376437568
SAMN00043843	1558	5.62557348904393
SAMN00044101	1003	5.54910420165462
SAMN00044570	1989	6.71710250248112
SAMN00043301	858	5.29216341972599
SAMN00044835	1449	6.02967767819591
SAMN00045358	978	5.35162521789378
SAMN00045205	839	5.28826287440638
SAMN00045144	1556	6.26197185999263
SAMN00041758	1159	5.39937123789843
SAMN00045235	936	5.12571251060408
SAMN00045148	703	4.66321749650037
SAMN00044813	1305	4.437533768185
SAMN00044756	1176	5.572276078343
SAMN00045775	544	5.46197408856522
SAMN00045595	564	4.99212294014555
SAMN00045233	1377	6.12223553865473
SAMN00045053	1651	6.31580057856139
SAMN00045176	1077	5.97140281730023
SAMN00045356	1555	5.98252744653709
SAMN00045688	1237	5.82386508200762
SAMN00062466	1253	5.69833385501355
SAMN00045305	1284	6.42195195266154
SAMN00045565	1617	6.27339704066461
SAMN00045059	751	5.70223555842346
SAMN00045325	1479	6.36226372546243
SAMN00045239	780	5.22799082300264
SAMN00045299	1569	6.22750305942725
SAMN00062316	696	4.88719906277159
SAMN00045659	1576	6.40843148592163
SAMN00045182	906	5.86592485743631
SAMN00045665	1419	5.70133659378766
SAMN00045362	917	5.60959865003321
SAMN00063655	1324	6.31712137496349
SAMN00045573	1214	5.631741992881
SAMN00045536	1761	6.5277261155581
SAMN00045593	1290	6.3660272853344
SAMN00045495	1564	6.27520376552525
SAMN00045855	1129	5.73124114142814
SAMN00045718	502	4.97872878494722
SAMN00045337	1315	6.458392133624
SAMN00064010	1238	5.82989977802132
SAMN00045507	766	5.31769329643572
SAMN00045867	1280	5.03949111356224
SAMN00045156	859	5.45027272450749
SAMN00062598	1426	6.38972375828455
SAMN00063812	1326	5.52699955079835
SAMN00063248	2015	6.53960739005091
SAMN00063092	635	5.42409871334973
SAMN00062919	1549	6.45442993479735
SAMN00062140	1825	6.63067217804472
SAMN00045798	1715	5.69744842384588
SAMN00045599	766	5.04252123429955
SAMN00045722	1236	5.35497986050388
SAMN00063876	537	5.04992091670773
SAMN00062652	1715	6.67464914027472
SAMN00062993	995	4.51387933707276
SAMN00063431	905	5.67301132100906
SAMN00065263	1941	6.41052583340191
SAMN00063027	932	5.2800136399169
SAMN00062418	1418	6.0794862022318
SAMN00045499	664	5.01637952426084
SAMN00064375	672	5.17572309391478
SAMN00063503	1574	6.56544752072673
SAMN00065322	921	5.49435969347767
SAMN00065987	1343	6.31855584353883
SAMN00066632	1899	6.30901205315058
SAMN00065597	821	5.6500182612112
SAMN00063284	1768	6.32118769352331
SAMN00064481	914	5.74268171097897
SAMN00064239	996	5.87804520680672
SAMN00063738	771	4.99197832839532
SAMN00064091	1525	6.16542240751759
SAMN00045779	980	5.65686608098387
SAMN00045716	1685	6.23353037065698
SAMN00063764	1091	5.685029866934
SAMN00065058	1321	6.30908275387491
SAMN00064382	1825	6.72067498096031
SAMN00063685	728	5.45959017242279
SAMN00064457	1318	5.33270315175568
SAMN00063951	1788	6.51385129123519
SAMN00065206	1317	6.25742308098966
SAMN00064495	1525	6.21996679301384
SAMN00065271	1322	5.95641438776225
SAMN00063672	1801	6.17807337484882
SAMN00066505	1949	6.55625654053464
SAMN00063816	1197	5.89686501858262
SAMN00065772	1116	5.9018833221277
SAMN00065611	1483	5.61062740602361
SAMN00066604	1307	5.85807205486695
SAMN00069292	1785	6.48327309058029
SAMN00067274	1186	5.73544873088544
SAMN00063781	979	5.01010712140296
SAMN00063470	1353	6.1690491488238
SAMN00070016	1477	6.43882096708474
SAMN00070718	1067	5.60954110966857
SAMN00065724	1915	6.36175765308495
SAMN00068629	779	5.26178545450962
SAMN00065024	476	5.27940897327558
SAMN00067122	1071	6.07380046220293
SAMN00070080	1456	6.01879556278707
SAMN00065136	1797	6.19099415067392
SAMN00068728	1216	5.82452478683498
SAMN00067219	1446	6.28651474742021
SAMN00071795	770	5.91928977418513
SAMN00069298	2010	6.26732510148577
SAMN00067228	1414	6.18100971084764
SAMN00071125	703	5.37302204223033
SAMN00067643	1101	6.3500306698465
SAMN00069401	803	4.78139197885704
SAMN00068420	1776	6.44910806986908
SAMN00068902	1597	6.45698866153152
SAMN00068753	1736	6.68720871125129
SAMN00067833	1763	6.408083654541
SAMN00069277	1545	6.08150536979148
SAMN00067135	1201	5.92765630083213
SAMN00069156	2005	6.42463112600438
SAMN00071237	737	5.07463459508487
SAMN00070253	2120	6.84424854686058
SAMN00069398	1928	6.36453898475763
SAMN00067299	1557	6.4805787735895
SAMN00070678	1457	6.27205314731042
SAMN00069327	1446	6.46976646640169
SAMN00067599	1065	5.54969905649805
SAMN00066695	742	4.80028940098583
SAMN00069997	1039	5.68893465063958
SAMN00072677	975	5.60560795553196
SAMN00071253	1192	5.35135496755208
SAMN00068800	1729	6.18946524048262
SAMN00067109	900	5.56650491535922
SAMN00070808	466	5.39499131602127
SAMN00069262	1535	6.62835041101307
SAMN00071069	1668	6.70886165277228
SAMN00071950	1129	5.39422819415836
SAMN00072104	1467	5.90045441298386
SAMN00064671	896	4.98039904401736
SAMN00071939	902	5.33200009838423
SAMN00072070	903	5.41162554473575
SAMN00071387	1286	6.07508086157658
SAMN00070792	792	5.43261588884484
SAMN00070637	1604	6.53058951224148
SAMN00074027	883	5.46108344242032
SAMN00075127	1447	6.42228662139852
SAMN00072883	1028	5.96930883523648
SAMN00072885	1100	5.62293417982072
SAMN00073904	924	5.51831819764026
SAMN00072613	927	5.52344675986472
SAMN00069457	1580	6.40359975639638
SAMN00076051	1642	6.37807576381988
SAMN00072527	1538	6.38998321888421
SAMN00073612	2491	6.68068693269443
SAMN00075504	2301	6.85206743844706
SAMN00071800	1595	6.12193471928548
SAMN00076166	845	5.31677359276643
SAMN00070038	848	4.5793947517409
SAMN00077191	130	3.57297706629237
SAMN00073863	1786	6.27082620092416
SAMN00074785	2020	6.73752610370416
SAMN00077398	1555	6.07678036952463
SAMN00073926	1176	6.18211022614741
SAMN00074088	1643	6.43342028100388
SAMN00074439	1218	5.43333714340045
SAMN00070914	818	5.74311808225443
SAMN00075186	1588	6.50930813718252
SAMN00075004	533	5.16096216609201
SAMN00074662	892	5.40960287405045
SAMN00077499	1591	5.37849901927203
SAMN00077031	1995	6.84148067099122
SAMN00072236	2154	6.49433349388572
SAMN00074816	1212	6.02509803915101
SAMN00076960	1182	6.2219489880208
SAMN00074696	1729	6.19422992683263
SAMN00074985	1534	5.85607098834357
SAMN00074578	1311	5.98091029752976
SAMN00078195	1233	5.77451574055179
SAMN00078084	1520	6.33372798525559
SAMN00075387	1076	5.68166585034105
SAMN00075459	1261	5.9604945618447
SAMN00076905	1693	6.72045856432898
SAMN00077628	772	5.00194540546038
SAMN00072579	961	5.62609179878732
SAMN00077133	1098	5.98862496088931
SAMN00077253	1568	5.80590039660406
SAMN00076336	2130	6.72246990646076
SAMN00075410	782	5.55565393210134
SAMN00076332	1484	6.29940943077807
SAMN00077364	1834	6.61442840412738
SAMN00081442	644	4.91881091735431
SAMN00076470	1425	5.62079513400315
SAMN00077548	1721	6.61394455571078
SAMN00076901	948	5.46479585694942
SAMN00077701	1410	6.08247780292771
SAMN00076631	1689	6.50578392375313
SAMN00074205	1248	5.46941183502814
SAMN00076099	623	5.13629466052063
SAMN00073593	789	5.41515793529532
SAMN00076122	1205	5.69068928487774
SAMN00082375	1542	6.27178183886863
SAMN00082516	1667	6.43183246827151
SAMN00082296	1307	5.92612212205203
SAMN00077940	1032	4.98911985814896
SAMN00082502	1966	6.57146647410292
SAMN00082882	689	5.10774239391659
SAMN00077800	2096	6.88329020833843
SAMN00082847	1670	6.3052974918094
SAMN00082510	842	5.3167620349191
SAMN00077214	1880	6.53775337191367
SAMN00082825	1582	6.14197594325104
SAMN00078270	492	5.21546404434568
SAMN00081738	1930	6.62032834693657
SAMN00078345	1470	6.11060681853613
SAMN00078062	1698	6.35593835681602
SAMN00082437	1288	5.72578158524973
SAMN00082696	511	5.36200234844588
SAMN00078114	827	5.42506151845214
SAMN00078817	1316	6.0517795331951
SAMN00078702	1635	6.24509066613108
SAMN00083417	1021	5.31298590978773
SAMN00083258	1270	6.1243245263031
SAMN00082702	990	5.61115739211037
SAMN00082645	1423	6.21384970864667
SAMN00078739	930	5.74283747025171
SAMN00077895	984	5.59937676697531
SAMN00083506	779	5.77855835955452
SAMN00083490	914	5.55617396795754
SAMN00082239	1254	5.853924069965
SAMN00083046	1832	6.65002255711308
SAMN00081955	743	5.4561110550192
SAMN00075435	1761	6.20041657321647
SAMN00081785	1687	6.28215423557862
SAMN00081902	1629	6.41446619915676
SAMN00083855	2009	6.37597071085486
SAMN00081568	1443	6.22154234249976
SAMN00082895	1901	6.54751346852308
SAMN00082397	1656	6.59068442790467
SAMN00082311	898	5.78593256148395
SAMN00083221	862	5.35376425426345
SAMN00083641	1345	6.02766782574513
SAMN00082270	1337	6.10803357850585
SAMN00084542	3156	6.70505257456294
SAMN00082956	1115	6.33633745698865
SAMN00083023	910	5.59860267978232
SAMN00083833	1590	5.01052661890429
SAMN00082627	1328	6.28371972062889
SAMN00084359	1907	6.54709956065207
SAMN00083182	720	5.48014639622277
SAMN00083038	1234	5.96425847549851
SAMN00082217	1445	6.5037186929625
SAMN00085520	914	5.57117597770018
SAMN00082509	964	6.10785914842446
SAMN00085934	1654	6.10906362928862
SAMN00083473	905	5.80843938206285
SAMN00083353	1284	6.07310948158483
SAMN00081564	1839	6.40010018257189
SAMN00084759	1554	6.09167698166701
SAMN00084123	1252	5.76286199923674
SAMN00084330	950	5.42732337943639
SAMN00085573	1096	5.5205165244401
SAMN00084302	2069	6.73545987768785
SAMN00083798	2006	6.57071176380682
SAMN00085253	1388	6.17135485294513
SAMN00084566	943	5.92300723039085
SAMN00083447	2085	6.75580648533495
SAMN00086117	1279	4.88674278172688
SAMN00083243	729	5.60260412108771
SAMN00084849	440	4.72260387917553
SAMN00086124	1614	6.19002571343269
SAMN00085516	825	5.21014927007805
SAMN00085139	1199	4.70923529245943
SAMN00083517	458	4.50656086269967
SAMN00086094	1399	4.88247922414367
SAMN00084843	1038	5.82163995517243
SAMN00086128	691	4.23688347028372
SAMN00085143	1005	5.49989271400522
SAMN00085612	852	5.87096328004815
SAMN00085137	1176	6.16236911814102
SAMN00083284	1030	6.21002910892233
SAMN00082312	1586	6.12228951820761
SAMN00085251	1486	6.54137153699752
SAMN00086984	1199	5.90008663201232
SAMN00085257	575	4.75814294314221
SAMN00084334	1416	6.04803101684524
SAMN00086120	752	5.56499285338131
SAMN00085514	1355	6.31170621435036
SAMN00084115	1177	6.03724531988456
SAMN00083961	927	5.23004887709193
SAMN00085932	1662	6.39273366496403
SAMN00085982	1387	6.09171225754986
SAMN00086988	864	5.5587388470459
SAMN00086037	1624	6.42599151592821
SAMN00085200	589	4.34778029495937
SAMN00085986	599	5.0641610126686
SAMN00085980	1304	5.95797702629678
SAMN00084845	1150	5.73256329525764
SAMN00086933	993	5.20200072588279
SAMN00087037	1520	5.93858953827402
SAMN00085577	948	5.96144374700328
SAMN00084323	1357	6.01531519193251
SAMN00085600	1497	6.2867163328156
SAMN00086039	1545	5.81262726106783
SAMN00087185	1370	6.20866540059379
SAMN00084765	1331	6.06857849380373
SAMN00086114	1352	6.23950420946854
SAMN00086043	949	5.62738300563829
SAMN00085938	1132	5.61467086677701
SAMN00087189	1156	6.18126229796425
SAMN00086937	990	5.47617060549675
SAMN00087496	593	4.55760982636884
SAMN00086126	739	5.23958292927371
SAMN00087802	1400	5.9978471037913
SAMN00086160	487	4.53677940559207
SAMN00087658	1315	6.1118345403528
SAMN00086154	1497	6.35780328417466
SAMN00087262	822	5.55699774054753
SAMN00086931	1327	6.12271455234083
SAMN00087271	499	4.34955730136711
SAMN00087183	1377	6.28497975226889
SAMN00087475	1676	6.42066092669552
SAMN00087610	1419	6.18578022017768
SAMN00087712	1017	5.31641578954768
SAMN00087738	896	4.83994873353881
SAMN00087406	1157	6.02919076562882
SAMN00087035	1341	6.30156484677859
SAMN00087905	867	5.33516266579404
SAMN00087118	1376	5.6746134565212
SAMN00087494	1199	6.14764974521903
SAMN00087467	1516	6.32651006032046
SAMN00087259	1810	6.40915253498756
SAMN00088166	1160	6.2514662999423
SAMN00087470	668	4.7828120686276
SAMN00088085	1496	6.65025985345425
SAMN00087383	1500	6.0591426075009
SAMN00087551	1466	6.31972385203074
SAMN00088024	928	5.62126227755797
SAMN00087479	1069	6.05329457021347
SAMN00086982	1351	6.03678519136652
SAMN00087675	1088	5.85830606905568
SAMN00087934	916	5.40721404907133
SAMN00087608	890	5.34090605599698
SAMN00087412	886	5.57473667015716
SAMN00087450	711	5.02177909620995
SAMN00087408	1111	5.76595741511861
SAMN00087687	1049	5.77578723206748
SAMN00087614	734	5.60272339042586
SAMN00088378	1548	6.45399745628751
SAMN00088594	1298	5.93173588381577
SAMN00094387	1015	5.89140513359927
SAMN00087735	1217	5.93597149974959
SAMN00087800	1251	6.16459922955874
SAMN00087242	985	5.90892597158973
SAMN00094416	1685	6.53550269727832
SAMN00087041	1140	5.05035077687875
SAMN00094419	717	4.77732716079899
SAMN00087903	1569	6.02591343559801
SAMN00087716	779	5.41294979567612
SAMN00087806	578	4.94099885176009
SAMN00088382	1430	6.45386922725277
SAMN00088840	1432	5.88356758024279
SAMN00087930	1444	6.23169094677292
SAMN00094570	1281	5.64389373996666
SAMN00088022	1050	5.69095135294489
SAMN00095056	1814	6.48106577920775
SAMN00094435	1349	5.58097200425964
SAMN00088421	611	5.05321160537978
SAMN00088028	1174	5.74326306969467
SAMN00088942	1997	6.74593464199947
SAMN00088598	681	5.07207405830158
SAMN00088844	934	5.95079751415147
SAMN00088592	1494	6.00396129350363
SAMN00088415	860	5.39050416371636
SAMN00094388	533	5.38579321095951
SAMN00095023	990	4.77732847893817
SAMN00095054	723	4.70771837479891
SAMN00087557	654	5.08075553229641
SAMN00088900	1320	6.094699701033
SAMN00088838	1652	6.25760173853199
SAMN00089474	1109	6.13119025251097
SAMN00088390	1039	5.66880863000958
SAMN00094428	870	5.5645483918848
SAMN00088089	915	5.63795382270528
SAMN00094433	1586	6.47576444667429
SAMN00094439	730	5.61412867890888
SAMN00094493	1326	6.02754794695404
SAMN00094487	1581	6.50980708554284
SAMN00094426	1528	6.2506208489004
SAMN00088905	673	4.99673712876371
SAMN00095019	1724	6.68526974140642
SAMN00088170	921	5.54873255026378
SAMN00094586	1945	6.65497552033618
SAMN00094392	720	4.24862293420405
SAMN00094592	500	4.84508548006984
SAMN00096550	1442	5.74176772170812
SAMN00095145	1047	5.19330145243841
SAMN00094489	1518	5.58769658122085
SAMN00095139	1353	5.82487403708481
SAMN00088164	1494	6.50847473794566
SAMN00095088	923	5.23594050718081
SAMN00095133	1140	6.04382230471428
SAMN00099794	1853	6.15270798232813
SAMN00094588	874	5.41413822298063
SAMN00099714	1496	6.53004535265706
SAMN00095339	1034	6.03782773968931
SAMN00095256	1390	5.78521720705118
SAMN00099666	1485	6.14979132616193
SAMN00099884	1199	5.82422629749492
SAMN00094578	818	5.81985940817473
SAMN00097905	1192	5.5034670451233
SAMN00099900	2451	6.6282163144475
SAMN00095388	1563	6.22004249040394
SAMN00099907	1193	5.76698507020838
SAMN00095390	856	5.0742041380303
SAMN00088083	1415	6.28256870010351
SAMN00095345	425	4.13996963721309
SAMN00096548	1688	6.34750826772237
SAMN00099599	1313	5.91042456439857
SAMN00095407	1402	6.00879911459492
SAMN00095003	528	4.8002352024836
SAMN00097903	1585	6.33183265731765
SAMN00096554	883	5.07325450795521
SAMN00100103	1342	6.23979264444865
SAMN00095141	1662	6.38340351628461
SAMN00097801	606	5.4568830531005
SAMN00095137	1703	5.44928503472468
SAMN00099568	1298	5.88327895694437
SAMN00100331	1461	6.23326365026475
SAMN00097909	1504	6.06074139883775
SAMN00099941	906	5.51435218847696
SAMN00099712	1639	6.66102158905801
SAMN00099664	1491	6.43408648496972
SAMN00095225	1226	4.71766959796781
SAMN00139868	1875	6.77759940308222
SAMN00100013	1053	5.58461521352684
SAMN00094566	1252	6.22035580147911
SAMN00099802	1008	5.14261273225969
SAMN00097966	855	4.60562606449156
SAMN00099596	1994	6.40527227662516
SAMN00099790	1625	6.34008886170916
SAMN00099608	1181	5.52304364597032
SAMN00100589	827	5.22967604704719
SAMN00099939	1382	6.27494526262285
SAMN00099718	544	4.57027547721673
SAMN00100272	1488	6.13570820903168
SAMN00100101	1007	5.61857626524579
SAMN00100274	1281	5.94539221244936
SAMN00097960	1823	6.45637278406211
SAMN00099904	1509	6.30798247941886
SAMN00142096	989	5.87966897233065
SAMN00095369	1079	5.97803004374036
SAMN00100009	1124	5.94007731756602
SAMN00099993	683	5.27950275320408
SAMN00142190	1551	6.24397820800142
SAMN00142153	1471	6.19774503795548
SAMN00099945	941	5.58848975642389
SAMN00099916	807	4.97397540956444
SAMN00099910	754	5.49261918874667
SAMN00142185	1450	6.14665802016191
SAMN00100144	1258	6.20126667096574
SAMN00100336	951	5.85429007414986
SAMN00100146	1299	6.09518882692133
SAMN00141748	1402	6.2825682717211
SAMN00095147	1150	5.80152507491239
SAMN00100329	1132	6.08124976161945
SAMN00100467	1243	6.33419374656491
SAMN00100546	489	3.89738591308945
SAMN00142354	1610	5.99514443793336
SAMN00141744	1289	6.25046361676329
SAMN00099670	981	5.49140284223331
SAMN00100587	1301	6.09619011377579
SAMN00142253	467	4.32317846581963
SAMN00141877	1102	4.24183108326918
SAMN00099912	1473	6.5091639621359
SAMN00100164	811	5.59604628991899
SAMN00142427	1327	6.11170003051414
SAMN00141881	1082	6.09129732285054
SAMN00100455	1579	6.4316693861993
SAMN00141819	1120	6.05419984012163
SAMN00141700	1415	6.04825358957149
SAMN00142004	1910	6.62884812112483
SAMN00141825	605	5.12311086116771
SAMN00142100	697	5.22009106477133
SAMN00142573	1322	6.09141249464933
SAMN00141897	1881	6.47034109812877
SAMN00142008	840	5.0722321067161
SAMN00141762	1271	6.12237932701126
SAMN00142669	1283	5.44376403718967
SAMN00100593	906	5.703683741175
SAMN00142113	1225	5.90937119449784
SAMN00142754	903	6.3336593681971
SAMN00142239	1312	6.23806291757248
SAMN00142450	1084	5.72891337055325
SAMN00142279	2058	6.62328717981541
SAMN00142307	1123	5.6573136125399
SAMN00142124	700	5.20474925059229
SAMN00142182	1245	6.06011937954039
SAMN00142283	727	5.23279253363076
SAMN00142285	867	5.12629501220676
SAMN00142311	1267	5.81525270444589
SAMN00142946	893	5.79624467102094
SAMN00142507	524	4.6825602711853
SAMN00142305	1243	6.15269624759071
SAMN00142254	2076	6.73782687675582
SAMN00142973	1095	5.92199723771353
SAMN00142968	872	5.63299381533751
SAMN00142256	1008	5.33579042291579
SAMN00142897	1106	5.91347077173718
SAMN00142825	1302	6.06983349739936
SAMN00142352	1386	6.23639212083502
SAMN00142421	884	5.68784697013097
SAMN00142433	938	5.77798182604811
SAMN00142431	741	5.43058027560292
SAMN00141768	832	5.8043498193396
SAMN00142448	1548	6.20089563451395
SAMN00143089	1232	5.7641389331952
SAMN00142945	833	5.69088951807817
SAMN00142644	953	5.11699429422675
SAMN00142435	1150	5.79370271989863
SAMN00142626	352	3.60601196739496
SAMN00143098	1663	6.12102399871306
SAMN00143068	1320	6.11571239775643
SAMN00100540	1263	6.24247079461271
SAMN00142640	1624	6.30178446949455
SAMN00142571	1219	6.04260602173494
SAMN00143333	523	5.3537360499331
SAMN00142527	1422	6.10837564608141
SAMN00142667	1539	6.44033709835301
SAMN00143234	1208	6.23317166546993
SAMN00142470	1539	6.17141754188957
SAMN00143330	1219	5.76197511122206
SAMN00142895	1211	6.03027232134809
SAMN00142726	1037	4.88925481511793
SAMN00142943	1230	5.34616762316125
SAMN00143595	1767	6.70917188110475
SAMN00143309	1191	5.75077071979802
SAMN00142901	526	4.78472089516385
SAMN00142833	992	5.57460914062181
SAMN00143213	1208	6.19494173311581
SAMN00142964	1221	5.34531102431244
SAMN00142746	1347	6.42577674346741
SAMN00142949	973	5.43838782905234
SAMN00143413	1409	6.11566944161717
SAMN00142821	1621	6.60288443255757
SAMN00143357	1485	6.01581132607048
SAMN00142979	911	5.32818479773579
SAMN00143049	1417	6.21866837618192
SAMN00143615	1073	4.85847932356255
SAMN00143067	1940	6.60099621884161
SAMN00143096	2469	6.08560534997757
SAMN00143863	668	4.59472385998444
SAMN00143806	1797	6.65872052637455
SAMN00142976	801	5.0698381925626
SAMN00143102	1246	6.35201163474163
SAMN00143411	1774	6.47380683511732
SAMN00143217	768	5.34651760532951
SAMN00143307	1670	6.49654761121992
SAMN00143866	1217	6.28651128263914
SAMN00143361	1118	5.71395322960966
SAMN00143593	1932	6.38022478539927
SAMN00143589	876	5.23586294025338
SAMN00143599	1122	5.93729140560545
SAMN00143231	1240	6.20802267835184
SAMN00143641	1389	6.36029827562903
SAMN00143711	1512	6.42828372071551
SAMN00143243	844	5.38308929955591
SAMN00143341	1069	5.51825529083955
SAMN00142577	644	5.55169150814959
SAMN00142358	795	5.51567786634255
SAMN00143454	848	5.45195126999128
SAMN00143891	1212	5.94595791371183
SAMN00143978	1209	5.60024395636341
SAMN00143591	1165	5.99644637951331
SAMN00143597	1590	6.1359264339923
SAMN00143523	977	5.46521261795454
SAMN00143517	2082	6.72197178646173
SAMN00143920	1252	5.40682380042448
SAMN00143585	1916	6.57986383155556
SAMN00143313	918	5.38318992662683
SAMN00145958	1221	5.85539499122368
SAMN00146043	575	5.02413262505438
SAMN00143729	2055	6.45232954045538
SAMN00143763	1172	5.79308965306503
SAMN00143777	2228	6.41518387365287
SAMN00144722	1199	5.82063349555464
SAMN00143918	1632	6.41348986748501
SAMN00143759	1324	5.84396038856585
SAMN00143644	836	5.02588844071149
SAMN00146216	885	5.21629127301676
SAMN00143861	1277	6.36413159052452
SAMN00143838	1577	6.02979584751716
SAMN00145986	1133	5.75799689881943
SAMN00144726	814	5.10336690900938
SAMN00146293	1795	6.41206445331291
SAMN00145967	785	5.20343166951118
SAMN00143826	1568	6.6238493856744
SAMN00143982	946	5.55723848856368
SAMN00145938	1554	6.0173387719124
SAMN00146266	1216	6.11033161709183
SAMN00144720	1280	5.96410406646359
SAMN00143924	1077	5.54868956560816
SAMN00146002	1958	6.78543403804929
SAMN00146225	19	0.557223863033571
SAMN00143519	1319	5.79302817550589
SAMN00146071	1226	5.89566040445236
SAMN00146196	816	5.23174945116259
SAMN00145955	1498	6.09872758995724
SAMN00143338	754	5.15123845510096
SAMN00145984	2030	6.85394027754452
SAMN00146345	1413	6.25901672885058
SAMN00146047	492	4.42374247857172
SAMN00146445	1128	5.45635941778872
SAMN00146397	1333	6.10250067954311
SAMN00143619	932	5.13194829123007
SAMN00146041	1214	5.89843829100315
SAMN00146095	1077	6.08374152734023
SAMN00143976	1775	6.4992749782726
SAMN00146111	1992	6.63473881881321
SAMN00146213	1093	5.90489812727437
SAMN00146361	1170	6.10468099414669
SAMN00146931	1427	5.73978952125349
SAMN00145990	961	5.04093211541608
SAMN00146014	1169	5.5731249483422
SAMN00146337	1755	6.21935242514768
SAMN00146091	768	5.57306655009877
SAMN00146339	1187	6.13553686245659
SAMN00146323	936	5.18146742047921
SAMN00146274	682	5.30900244460059
SAMN00146311	1705	6.51272947791122
SAMN00146357	1602	6.18217787779966
SAMN00146655	1590	6.14815792290189
SAMN00146395	1880	6.6344681095105
SAMN00146572	848	5.61618567332936
SAMN00146443	1664	6.50249495953723
SAMN00146962	910	5.30058656145216
SAMN00146368	1716	6.35127050212526
